,Adjusted GAA,Age,GA Pct -,Games Played,Games Started,Goalie Point Shares,Goals Against,Goals Against Average,Goals Saved Above Average,Losses,Minutes,Player,Quality Start Percentage,Quality Starts,Really Bad Starts,Save Percentage,Saves,Shots Against,Shutouts,Team,Ties OT Losses,Wins
0,2.82,25,100,54,53,8.6,123,2.38,-0.43,12,3106,Frederik Andersen,.604,32,9,.914,1313,1436,3,Anaheim Ducks,5,35
1,3.09,21,101,23,21,4.0,58,2.60,-0.47,8,1340,John Gibson,.619,13,4,.914,616,674,1,Anaheim Ducks,0,13
2,3.18,35,,5,2,0.5,9,2.60,,0,207,Jason LaBarbera,1.000,2,0,.909,90,99,0,Anaheim Ducks,1,2
3,4.92,34,,8,6,-0.3,23,4.19,,4,329,Ilya Bryzgalov,.333,2,3,.847,127,150,0,Anaheim Ducks,1,1
4,2.73,27,91,70,67,14.0,156,2.30,15.65,21,4063,Tuukka Rask,.627,42,8,.922,1855,2011,3,Boston Bruins,13,34
5,2.80,25,96,18,14,2.7,35,2.33,1.28,5,900,Niklas Svedberg,.643,9,2,.918,390,425,2,Boston Bruins,1,7
6,7.68,21,,1,1,-0.3,3,5.76,,1,31,Malcolm Subban,.000,0,1,.500,3,6,0,Boston Bruins,0,0
7,3.89,26,114,37,35,5.7,120,3.27,-14.42,21,2204,Jhonas Enroth,.457,16,6,.903,1117,1237,1,Buffalo Sabres,2,13
8,3.58,26,96,27,27,6.1,77,2.99,3.32,17,1544,Michal Neuvirth,.556,15,3,.918,864,941,0,Buffalo Sabres,3,6
9,3.30,26,89,16,15,3.9,41,2.76,5.26,8,891,Anders Lindback,.533,8,1,.924,501,542,0,Buffalo Sabres,2,4
10,4.00,21,,1,1,0.2,3,3.00,,1,60,Andrey Makarov,1.000,1,0,.917,33,36,0,Buffalo Sabres,0,0
11,5.03,24,,5,4,0.4,18,4.32,,4,250,Matt Hackett,.250,1,1,.884,137,155,0,Buffalo Sabres,1,0
12,2.80,32,96,52,44,8.8,113,2.36,4.45,19,2871,Jonas Hiller,.523,23,3,.918,1263,1376,1,Calgary Flames,4,26
13,3.08,28,103,34,32,4.8,75,2.60,-2.28,9,1731,Karri Ramo,.438,14,5,.912,777,852,2,Calgary Flames,3,15
14,3.06,23,,6,6,0.8,14,2.52,,2,333,Joni Ortio,.500,3,2,.908,139,153,1,Calgary Flames,0,4
15,2.86,30,105,51,50,7.4,121,2.40,-5.69,24,3026,Cam Ward,.520,26,7,.910,1230,1351,1,Carolina Hurricanes,5,22
16,3.25,28,117,34,32,3.8,87,2.72,-12.40,17,1920,Anton Khudobin,.500,16,9,.900,787,874,1,Carolina Hurricanes,6,8
17,2.70,30,89,57,57,11.9,126,2.27,15.77,20,3333,Corey Crawford,.667,38,4,.924,1535,1661,2,Chicago Blackhawks,5,32
18,2.31,26,75,14,13,3.6,27,1.95,8.76,4,833,Scott Darling,.769,10,0,.936,392,419,1,Chicago Blackhawks,0,9
19,2.27,25,75,14,12,3.3,25,1.89,8.20,4,792,Antti Raanta,.667,8,1,.936,364,389,2,Chicago Blackhawks,1,7
20,3.05,26,92,57,57,12.2,141,2.56,11.87,20,3307,Semyon Varlamov,.579,33,6,.921,1650,1791,5,Colorado Avalanche,8,28
21,2.82,22,80,16,13,4.1,35,2.35,8.62,7,895,Calvin Pickard,.692,9,1,.932,476,511,0,Colorado Avalanche,3,6
22,3.13,28,96,19,12,2.6,33,2.65,1.40,4,746,Reto Berra,.417,5,2,.918,370,403,1,Colorado Avalanche,1,5
23,3.21,26,96,51,49,10.4,134,2.68,5.30,17,2994,Sergei Bobrovsky,.531,26,3,.918,1498,1632,2,Columbus Blue Jackets,3,30
24,3.44,31,101,32,28,5.6,82,2.88,-1.00,14,1710,Curtis McElhinney,.429,12,2,.914,867,949,0,Columbus Blue Jackets,2,12
25,5.63,22,,5,5,0.0,20,4.69,,4,256,Anton Forsberg,.000,0,1,.866,129,149,0,Columbus Blue Jackets,0,0
26,3.50,31,113,65,65,8.7,181,2.94,-20.96,17,3698,Kari Lehtonen,.462,30,12,.903,1694,1875,5,Dallas Stars,10,34
27,2.86,26,,13,9,1.3,25,2.38,,5,630,Jhonas Enroth,.444,4,1,.906,242,267,1,Dallas Stars,0,5
28,4.41,26,,10,7,0.3,32,3.71,,8,517,Anders Lindback,.000,0,2,.875,224,256,0,Dallas Stars,0,2
29,5.19,27,,2,1,-0.1,7,4.54,,1,92,Jussi Rynnas,.000,0,1,.841,37,44,0,Dallas Stars,0,0
30,2.91,30,105,53,50,7.4,121,2.44,-5.77,13,2971,Jimmy Howard,.520,26,8,.910,1229,1350,2,Detroit Red Wings,11,23
31,2.84,22,96,29,26,4.9,63,2.38,2.55,9,1585,Petr Mrazek,.577,15,6,.918,705,768,3,Detroit Red Wings,2,16
32,3.08,30,,7,6,0.9,15,2.56,,3,351,Jonas Gustavsson,.500,3,2,.911,153,168,1,Detroit Red Wings,1,3
33,0.91,25,,2,0,0.3,1,0.91,,0,66,Thomas McCollum,,0,0,.960,24,25,0,Detroit Red Wings,0,1
34,3.77,28,129,57,53,4.6,170,3.16,-38.39,26,3228,Ben Scrivens,.358,19,13,.890,1372,1542,1,Edmonton Oilers,11,15
35,4.09,32,131,26,24,1.9,76,3.41,-17.87,15,1336,Viktor Fasth,.375,9,9,.888,605,681,0,Edmonton Oilers,3,6
36,3.41,27,,6,4,0.9,15,2.84,,2,317,Richard Bachman,.750,3,1,.911,153,168,1,Edmonton Oilers,0,3
37,12.00,22,,1,0,-0.2,3,9.00,,0,20,Tyler Bunz,,0,0,.750,9,12,0,Edmonton Oilers,0,0
38,2.01,21,,1,1,0.6,2,2.01,,1,60,Laurent Brossoit,1.000,1,0,.961,49,51,0,Edmonton Oilers,0,0
39,2.79,35,93,61,61,11.8,138,2.35,10.77,19,3528,Roberto Luongo,.590,36,9,.921,1605,1743,2,Florida Panthers,12,28
40,3.56,29,127,20,13,1.5,49,3.01,-10.33,7,977,Al Montoya,.462,6,3,.892,404,453,0,Florida Panthers,2,6
41,2.84,34,,8,8,1.3,19,2.34,,3,486,Dan Ellis,.500,4,0,.914,202,221,1,Florida Panthers,1,4
42,2.65,29,96,72,71,12.1,156,2.24,5.83,22,4184,Jonathan Quick,.507,36,9,.918,1740,1896,6,Los Angeles Kings,13,36
43,2.63,25,,15,11,1.5,29,2.24,,5,775,Martin Jones,.455,5,2,.906,278,307,3,Los Angeles Kings,2,4
44,2.12,28,75,39,39,9.1,68,1.78,22.82,9,2293,Devan Dubnyk,.718,28,2,.936,996,1064,5,Minnesota Wild,2,27
45,3.10,24,111,31,28,3.5,68,2.60,-6.72,12,1569,Darcy Kuemper,.536,15,7,.905,650,718,3,Minnesota Wild,2,14
46,3.64,36,132,19,14,1.2,51,3.05,-12.42,7,1005,Niklas Backstrom,.143,2,4,.887,401,452,0,Minnesota Wild,3,5
47,5.01,30,,2,1,-0.2,5,4.18,,0,72,John Curry,.000,0,1,.800,20,25,0,Minnesota Wild,1,0
48,2.32,27,78,66,66,16.2,130,1.96,36.70,16,3977,Carey Price,.591,39,6,.933,1823,1953,9,Montreal Canadiens,6,44
49,3.28,25,106,17,16,2.7,46,2.75,-2.56,6,1005,Dustin Tokarski,.500,8,1,.910,463,509,0,Montreal Canadiens,4,6
50,2.59,32,91,64,64,12.6,140,2.18,14.23,17,3851,Pekka Rinne,.672,43,7,.923,1667,1807,4,Nashville Predators,6,41
51,3.09,29,115,18,17,2.0,44,2.61,-5.59,7,1010,Carter Hutton,.353,6,3,.902,406,450,1,Nashville Predators,4,6
52,2.84,23,,2,1,0.3,4,2.27,,1,106,Marek Mazanec,1.000,1,0,.915,43,47,0,Nashville Predators,0,0
53,2.69,28,87,69,68,14.5,148,2.26,21.17,31,3924,Cory Schneider,.603,41,7,.925,1834,1982,5,New Jersey Devils,9,26
54,3.11,25,100,19,13,2.8,40,2.59,0.03,5,925,Keith Kinkaid,.615,8,0,.915,429,469,0,New Jersey Devils,4,6
55,5.91,37,,3,1,-0.1,8,4.73,,0,102,Scott Clemmensen,.000,0,0,.852,46,54,0,New Jersey Devils,1,0
56,2.89,29,101,59,59,9.9,144,2.43,-1.20,17,3550,Jaroslav Halak,.559,33,7,.914,1529,1673,6,New York Islanders,4,38
57,3.65,28,130,19,17,1.4,54,3.08,-12.35,8,1053,Chad Johnson,.412,7,6,.889,434,488,0,New York Islanders,1,8
58,3.53,26,,5,5,0.2,15,2.94,,3,306,Michal Neuvirth,.200,1,1,.881,111,126,0,New York Islanders,1,1
59,3.69,24,,1,1,0.1,3,2.77,,0,65,Kevin Poulin,.000,0,0,.885,23,26,0,New York Islanders,1,0
60,2.67,32,91,46,46,9.2,103,2.25,10.43,13,2743,Henrik Lundqvist,.630,29,4,.922,1226,1329,5,New York Rangers,3,30
61,2.61,27,87,36,34,7.6,77,2.21,11.60,9,2095,Cam Talbot,.500,17,2,.926,961,1038,5,New York Rangers,4,21
62,0.50,20,,2,2,0.6,1,0.50,,0,119,Mackenzie Skapski,1.000,2,0,.978,44,45,1,New York Rangers,0,2
63,2.13,26,70,24,23,6.5,42,1.79,18.34,1,1411,Andrew Hammond,.783,18,1,.941,665,707,3,Ottawa Senators,2,20
64,2.95,33,90,35,35,8.0,87,2.49,9.79,13,2093,Craig Anderson,.486,17,2,.923,1047,1134,3,Ottawa Senators,8,14
65,3.59,23,111,25,24,3.8,74,3.02,-7.51,12,1471,Robin Lehner,.458,11,2,.905,705,779,0,Ottawa Senators,3,9
66,0.00,20,,1,0,0.2,0,0.00,,0,23,Chris Driedger,,0,0,1.000,10,10,0,Ottawa Senators,0,0
67,2.66,26,85,51,48,11.3,108,2.25,19.18,18,2885,Steve Mason,.604,29,4,.928,1382,1490,3,Philadelphia Flyers,11,18
68,3.63,32,124,31,25,2.7,80,3.06,-15.30,11,1570,Ray Emery,.520,13,6,.894,678,758,0,Philadelphia Flyers,7,10
69,3.47,33,,10,9,0.6,25,2.89,,2,519,Rob Zepp,.111,1,2,.888,198,223,0,Philadelphia Flyers,0,5
70,2.75,30,93,64,64,12.2,146,2.32,10.28,20,3776,Marc-Andre Fleury,.547,35,6,.920,1685,1831,10,Pittsburgh Penguins,9,34
71,3.05,29,107,20,18,2.9,50,2.59,-3.40,6,1159,Thomas Greiss,.444,8,2,.908,496,546,0,Pittsburgh Penguins,3,9
72,1.63,27,,1,0,0.2,1,1.63,,1,37,Jeff Zatkoff,,0,0,.941,16,17,0,Pittsburgh Penguins,0,0
73,3.08,31,100,61,61,10.8,155,2.59,-0.43,23,3588,Antti Niemi,.525,32,9,.914,1656,1811,5,San Jose Sharks,7,31
74,3.11,27,114,22,19,2.5,54,2.62,-6.80,9,1237,Alex Stalock,.526,10,1,.902,499,553,2,San Jose Sharks,2,8
75,2.03,25,,2,2,0.6,3,1.52,,1,118,Troy Grosenick,.500,1,1,.948,55,58,1,San Jose Sharks,0,1
76,2.69,29,98,46,45,7.2,96,2.26,2.16,14,2546,Brian Elliott,.600,27,8,.917,1054,1150,5,St. Louis Blues,3,26
77,2.72,24,102,37,32,5.3,79,2.28,-1.41,7,2077,Jake Allen,.531,17,6,.913,830,909,4,St. Louis Blues,4,22
78,3.37,42,,7,5,0.7,17,2.87,,3,356,Martin Brodeur,.400,2,2,.899,152,169,1,St. Louis Blues,0,3
79,2.75,28,98,62,59,10.0,136,2.32,2.27,13,3519,Ben Bishop,.559,33,8,.916,1484,1620,4,Tampa Bay Lightning,5,40
80,2.78,20,96,16,13,2.7,34,2.36,1.42,5,864,Andrei Vasilevskiy,.538,7,1,.918,381,415,1,Tampa Bay Lightning,1,7
81,3.79,39,,11,9,0.5,29,3.14,,6,553,Evgeni Nabokov,.556,5,2,.882,216,245,0,Tampa Bay Lightning,2,3
82,3.42,26,103,58,55,10.0,152,2.87,-3.91,28,3177,Jonathan Bernier,.473,26,11,.912,1583,1735,2,Toronto Maple Leafs,7,21
83,3.77,26,109,35,27,5.1,93,3.16,-7.56,16,1767,James Reimer,.481,13,7,.907,908,1001,0,Toronto Maple Leafs,1,9
84,3.00,34,105,45,45,6.6,107,2.53,-4.75,15,2542,Ryan Miller,.489,22,8,.911,1091,1198,6,Vancouver Canucks,1,29
85,2.92,27,93,41,35,8.1,95,2.45,7.51,13,2324,Eddie Lack,.514,18,5,.921,1106,1201,2,Vancouver Canucks,4,18
86,3.86,25,,3,2,0.1,4,3.09,,1,78,Jacob Markstrom,.500,1,1,.879,29,33,0,Vancouver Canucks,0,1
87,2.63,25,90,73,72,14.4,157,2.22,17.46,20,4247,Braden Holtby,.597,43,7,.923,1887,2044,9,Washington Capitals,10,41
88,3.89,28,,12,9,0.6,35,3.25,,6,647,Justin Peters,.111,1,3,.881,259,294,0,Washington Capitals,1,3
89,1.85,23,,1,1,0.2,2,1.85,,0,65,Philipp Grubauer,1.000,1,0,.920,23,25,0,Washington Capitals,0,1
90,2.71,27,94,50,46,9.0,108,2.28,7.48,16,2838,Ondrej Pavelec,.500,23,5,.920,1245,1353,5,Winnipeg Jets,8,22
91,2.83,24,101,38,36,5.8,85,2.38,-0.84,10,2138,Michael Hutchinson,.528,19,7,.914,901,986,2,Winnipeg Jets,5,21
